http_request_url,nos_redirects,status_code_tool,final_processed_url,error_message_tool,website,afid,name,status_code_requests,notes,updated_name,google_url,scraped_data
http://www.elitecrossfitnorth.com,0.0,200,http://www.elitecrossfitnorth.com,,www.elitecrossfitnorth.com,4292,Elite CrossFit North,,,Elite+CrossFit+North,https://www.google.com/search?q=Elite+CrossFit+North,"[{'humanised_url': 'https://www.eliteprogression.com', 'url': 'https://www.elite-crossfit.com/', 'title': 'ELITE CROSSFIT | SAN ANTONIO + SELMA | PERSONAL ...', 'description': 'Elite CrossFit in San Antonio and Selma offers group fitness classes, personal training and nutrition coaching for all fitness levels led by expert Elite\xa0...'}, {'humanised_url': 'https://www.eliteprogression.com', 'url': 'https://games.crossfit.com/affiliate/4292', 'title': 'Affiliate: Elite CrossFit North', 'description': 'Elite CrossFit North · United States · Location. 18347 Redland Rd San Antonio, TX, 78259 · Phone. 2104909348 · Website. www.elite-crossfit.com.'}, {'humanised_url': 'https://www.eliteprogression.com', 'url': 'https://www.instagram.com/p/CbIOX8hOlwx/', 'title': 'ELITE CROSSFIT GRAND OPENING When: 4/2/22 12:00pm ...', 'description': '15-Mar-2022 — 69 Likes, 4 Comments - Elite CrossFit (@elitecrossfit) on Instagram: “ELITE ... When: 4/2/22 12:00pm-3:00pm Where: Elite CrossFit North, 18347…'}, {'humanised_url': 'https://www.eliteprogression.com', 'url': 'https://www.wellnessliving.com/crossfit/sanantonio/elitecrossfitnorth/about/?id_mode=12', 'title': 'Elite CrossFit North About Us, San Antonio, TX - WellnessLiving', 'description': 'Elite CrossFit North provides best Affiliate Gym services in San Antonio, TX. Please, give us a call at (210) 490-9348 or visit our website at\xa0...'}, {'humanised_url': 'https://www.eliteprogression.com', 'url': 'https://nextdoor.com/pages/elite-crossfit-north/', 'title': 'Elite CrossFit North - 3 Recommendations - San Antonio, TX', 'description': '3 recommendations for Elite CrossFit North from neighbors. Connect with neighborhood businesses on Nextdoor.'}, {'humanised_url': 'https://www.eliteprogression.com', 'url': 'https://www.eliteprogression.com/', 'title': 'Elite Progression Fitness | CrossFit Gym in Mahopac', 'description': 'We provide the environment to change your health and fitness permanently!'}]"
http://www.compasscrossfit.com,,200,http://compasscrossfit.com/,,www.compasscrossfit.com,4301,Compass CrossFit,,,Compass+CrossFit,https://www.google.com/search?q=Compass+CrossFit,"[{'humanised_url': 'https://www.compassfitnessdenver.com', 'url': 'http://compasscrossfit.com/', 'title': 'Compass Crossfit', 'description': 'About Compass Crossfit. Here we focus solely on CrossFit training. We utilize metabolic conditioning, kettlebell training, dumbbell training, gymnastics and\xa0...'}, {'humanised_url': 'https://www.compassfitnessdenver.com', 'url': 'https://games.crossfit.com/affiliate/4301', 'title': 'Affiliate: Compass CrossFit', 'description': 'Compass CrossFit. United States. Location. 13209 Frankford Avenue, Suite #133. Lubbock, TX, 79424. Phone. 8063700854. Website. compasscrossfit.com.'}, {'humanised_url': 'https://www.compassfitnessdenver.com', 'url': 'https://www.yelp.com/biz/compass-crossfit-lubbock', 'title': 'COMPASS CROSSFIT - 13209 Cr 1800, Lubbock, TX - Yelp', 'description': None}, {'humanised_url': 'https://www.compassfitnessdenver.com', 'url': 'https://www.amazon.in/COMPASS-SPORTS-Weightlifting-Crossfit-Fitness/dp/B08G55L132', 'title': 'COMPASS SPORTS Gym Gloves for Weightlifting, Crossfit ...', 'description': 'Strong Padding protects your hand from calluses & blisters. Supports your wrist while weightlifting. Better Grips helps in increasing lifting capacity & more\xa0...'}, {'humanised_url': 'https://www.compassfitnessdenver.com', 'url': 'https://www.helpmecovid.com/us/5289574_compass-crossfit', 'title': 'Compass CrossFit (Gym) - Borden County, Texas ...', 'description': 'Compass CrossFit (Gym) is located in Borden County, Texas, United States. Address of Compass CrossFit is 13209 County Rd 1800 #133, Lubbock, TX 79424, USA.'}, {'humanised_url': 'https://www.compassfitnessdenver.com', 'url': 'https://www.compassfitnessdenver.com/', 'title': 'Compass Fitness', 'description': 'Compass Fitness provides an exceptional community and energy driven fitness experience. Led by a crew of reputable Denver trainers, the gym offers personal\xa0...'}]"
http://www.crossfit563.com,0.0,200,http://www.crossfit563.com,,www.crossfit563.com,4304,CrossFit 563,,,CrossFit+563,https://www.google.com/search?q=CrossFit+563,"[{'humanised_url': 'https://www.zoominfo.com › crossfit-563', 'url': 'https://www.instagram.com/crossfit563/?hl=en', 'title': 'CrossFit 563 (@crossfit563) • Instagram photos and videos', 'description': ""CrossFit 563. Bettendorf's premier CrossFit gym! Located at @liveactive563 983 40th Avenue, Bettendorf, IA 52722. Visit the link in our bio to get started!""}, {'humanised_url': 'https://www.zoominfo.com › crossfit-563', 'url': 'https://www.tripadvisor.com/Attraction_Review-g37682-d12726295-Reviews-Crossfit_563_Bettendorf-Bettendorf_Iowa.html', 'title': 'CROSSFIT 563 BETTENDORF - All You Need to Know ...', 'description': 'Crossfit 563 Bettendorf: Address, Phone Number, Crossfit 563 Bettendorf Reviews: 5/5 · Crossfit 563 Bettendorf.'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-563', 'url': 'https://games.crossfit.com/affiliate/4304', 'title': 'Affiliate: CrossFit 563', 'description': ""CrossFit 563 · CrossFit 563's Leaderboard · 1(24800)Abigail Murphy. United States · 2(28216)Amy Priest. United States · 3(62115)Amber Edwards. United States · 4(\xa0...""}, {'humanised_url': 'https://www.zoominfo.com › crossfit-563', 'url': 'https://www.zoominfo.com/c/crossfit-563/408929530', 'title': 'CrossFit 563 - Overview, News & Competitors | ZoomInfo.com', 'description': 'View CrossFit 563 (liveactive563.com) location in Iowa, United States , revenue, industry and description. Find related and similar companies as well as\xa0...'}]"
http://www.crossfit414.com,,200,https://crossfit414.com/,,www.crossfit414.com,4316,CrossFit 414,,,CrossFit+414,https://www.google.com/search?q=CrossFit+414,"[{'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://crossfit414.com/', 'title': 'CrossFit 414: Home', 'description': 'Do you want to get in the best shape of your life? Learn more about CrossFit 414 and schedule a free intro to receive your tailored training plan.'}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://www.facebook.com/CrossFit414/', 'title': 'CrossFit 414 - Home | Facebook', 'description': 'More than just a GYM, we are a COMMUNITY CrossFit 414 provides all of the tools necessary to... 2071 N Summit Ave, Milwaukee, WI 53202.'}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://www.instagram.com/cf414/?hl=en', 'title': 'CrossFit 414 (@cf414) • Instagram photos and videos', 'description': ""Milwaukee's East Side CrossFit Gym. crossfit414.com. 879 posts. 590 followers. 87 following. CrossFit is constantly varied, high-intensity functional\xa0...""}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://www.yelp.com/biz/crossfit-414-milwaukee', 'title': 'CrossFit 414 - 2071 N Summit Ave, Milwaukee, WI - Yelp', 'description': 'CrossFit 414 is in a terrific location on N. Summit on the East Side. The co-owners, Marcus and Jason are terrific trainers and do a great… read more.'}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://games.crossfit.com/affiliate/4316', 'title': 'Affiliate: CrossFit 414', 'description': ""Location. 2071 N Summit Ave Milwaukee, WI, 53202. Phone. 4148107670. Website. crossfit414.com ... CrossFit 414's Leaderboard. 2022 Open. Division.""}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://milwaukeemom.com/directory/listing/crossfit-414', 'title': 'Crossfit 414 - Milwaukee Mom', 'description': 'Results 1 - 20 of 977 — CrossFit 414 provides all of the tools necessary to develop world-class fitness. You will discover that our gym is unique and has a\xa0...'}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://www.dnb.com/business-directory/company-profiles.crossfit_414.b2a3fe352aabc6f5eef488bf4d6a00b5.html', 'title': 'Crossfit 414 Company Profile | Milwaukee, WI - Dun & Bradstreet', 'description': 'Find company research, competitor information, contact details & financial data for Crossfit 414 of Milwaukee, WI. Get the latest business insights from Dun\xa0...'}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://urbanmilwaukee.com/business/crossfit-414/', 'title': 'CrossFit 414 - Urban Milwaukee', 'description': 'CrossFit 414 is a crossfit gym located on the east side of Milwaukee.'}, {'humanised_url': 'https://www.datanyze.com › companies › crossfit-414', 'url': 'https://www.datanyze.com/companies/crossfit-414/358071642', 'title': 'CrossFit 414 Company Profile | Management and Employees ...', 'description': ""Find contact information for CrossFit 414. Learn about their Fitness & Dance Facilities, Hospitality market share, competitors, and CrossFit 414's email\xa0...""}]"
http://www.crossfit845.com,,200,https://www.crossfit845.com/,,www.crossfit845.com,4319,CrossFit 845,,,CrossFit+845,https://www.google.com/search?q=CrossFit+845,"[{'humanised_url': 'https://www.yelp.com › ... › Fitness & Instruction › Gyms', 'url': 'https://www.crossfit845.com/', 'title': 'CrossFit 845 | CrossFit Gym in Wappingers Falls, NY,', 'description': 'Our passionate and knowledgeable coaching staff will strive to help you reach any goals, both inside and outside the gym.'}, {'humanised_url': 'https://www.yelp.com › ... › Fitness & Instruction › Gyms', 'url': 'https://www.instagram.com/crossfit845/?hl=en', 'title': 'CF845 (@crossfit845) • Instagram photos and videos', 'description': ""FITNESS NUTRITION ACCOUNTABILITY Click the link to come meet us. Before you commit, we want to make sure we're the right fit for you. linktr.ee/crossfit845.""}, {'humanised_url': 'https://www.yelp.com › ... › Fitness & Instruction › Gyms', 'url': 'https://m.youtube.com/user/CrossFit845/videos', 'title': 'CrossFit 845 - YouTube', 'description': ""This page is dedicated to all things CF845. Whether it's showcasing an athlete, a workout, or an instructional video, we will give you the raw experience of\xa0...""}, {'humanised_url': 'https://www.yelp.com › ... › Fitness & Instruction › Gyms', 'url': 'https://games.crossfit.com/affiliate/4319', 'title': 'Affiliate: CrossFit 845', 'description': ""985 Route 376, STE 12. Wappingers Falls, NY, 12590. Phone. 8452140101. Website. crossfit845.com ... CrossFit 845's Leaderboard. 2022 Open. Division.""}, {'humanised_url': 'https://www.yelp.com › ... › Fitness & Instruction › Gyms', 'url': 'https://www.yelp.com/biz/crossfit-845-wappingers-falls', 'title': 'CrossFit 845 - 985 Rte 376, Wappingers Falls, NY - Yelp', 'description': None}]"
http://www.divisionstcrossfit.com,,200,https://www.divisionstcrossfit.com/,,www.divisionstcrossfit.com,4326,Division St. CrossFit,,,Division+St.+CrossFit,https://www.google.com/search?q=Division+St.+CrossFit,"[{'humanised_url': 'https://www.mapquest.com › ... › Illinois › Chicago', 'url': 'https://www.divisionstcrossfit.com/', 'title': 'Division St. CrossFit | Chicago, IL | Technique • Consistency ...', 'description': 'Q1 Week 11, Day 3 – Testing. Strength (Optional): 16:00 clock – Bench Press or Shoulder Press. 3 rep max. Conditioning: every 4 min. – 3 rounds 15 shoulder-to-\xa0...'}, {'humanised_url': 'https://www.mapquest.com › ... › Illinois › Chicago', 'url': 'https://www.instagram.com/dscf/?hl=en', 'title': 'Division St. CrossFit (@dscf) • Instagram photos and videos', 'description': 'Division St. CrossFit. CrossFit • Personal Training • Nutrition Bringing fitness to WP, BT, UV since 2012. Try us out ⤵️ divisionstcrossfit.wodify.com.'}, {'humanised_url': 'https://www.mapquest.com › ... › Illinois › Chicago', 'url': 'https://www.yelp.com/biz/division-st-crossfit-chicago', 'title': 'DIVISION ST CROSSFIT - 16 Reviews - Phone Number ...', 'description': None}, {'humanised_url': 'https://www.mapquest.com › ... › Illinois › Chicago', 'url': 'https://games.crossfit.com/affiliate/4326', 'title': 'Affiliate: Division St. CrossFit', 'description': '2133 W. Division St. ... 7+ year affiliate in the the Wicker Park neighborhood of Chicago, Illinois. 2022 Season Overview. Follow @CrossFitGames.'}, {'humanised_url': 'https://www.mapquest.com › ... › Illinois › Chicago', 'url': 'https://foursquare.com/v/division-st-crossfit/50267141e4b0435879ae3e9f', 'title': 'Division St. CrossFit - Wicker Park - 2 tips from 56 visitors', 'description': 'See 1 photo and 2 tips from 56 visitors to Division St. CrossFit. ""Great CrossFit spirit here. All the coaches help with relevant tips how to improve!""'}, {'humanised_url': 'https://www.mapquest.com › ... › Illinois › Chicago', 'url': 'https://www.mapquest.com/us/illinois/division-st-crossfit-283345594', 'title': 'Division St CrossFit - Chicago - MapQuest', 'description': 'Get directions, reviews and information for Division St CrossFit in Chicago, IL.'}]"
http://www.crossfitforney.com,,200,https://www.crossfitforney.com/,,www.crossfitforney.com,4335,CrossFit Forney,,,CrossFit+Forney,https://www.google.com/search?q=CrossFit+Forney,"[{'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://www.crossfitforney.com/', 'title': 'CrossFit Forney', 'description': 'CrossFit Forney is first and original CrossFit in Kaufman county. We are dedicated to helping the community get FIT. Our strength and conditioning programs are\xa0...'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://www.facebook.com/CrossFitForney/', 'title': 'CrossFit Forney - Home | Facebook', 'description': '20 Mustang Ct, Forney, TX 75126. Get Directions. 9,099 people checked in here. (214) 494-0880. info@crossfitforney.com. http://www.crossfitforney.com/.'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://www.crossfitsouthforney.com/', 'title': 'CrossFit South Forney - Home', 'description': '\u200bCrossFit South Forney is for anyone wanting to build muscle, lose weight, feel great, and experience a community unlike any other - We work with your\xa0...'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://www.east80crossfit.com/', 'title': 'East 80 CrossFit – Forney, Texas CrossFit', 'description': 'At East80 CrossFit, we are dedicated to welcoming people from all walks of life into our gym to train in a way that they have never before experienced. The\xa0...'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://www.instagram.com/crossfitforney/?hl=en', 'title': 'CrossFit Forney (@crossfitforney) • Instagram photos and videos', 'description': 'A gym trying to change the world 1 person at a time. Group classes, Personal Training, Nutrition, Olympic Weightlifting, CrossFit Kids. www.crossfitforney\xa0...'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://m.yelp.com/biz/crossfit-forney-forney', 'title': 'CROSSFIT FORNEY - 30 Photos - Interval Training Gyms - Yelp', 'description': 'Request Information · 20 Mustang Ct. Forney, TX 75126. Directions · (214) 494-0880. Call Now · More Info. Hours, Accepts Credit Cards, Good for Kids · From the\xa0...'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://games.crossfit.com/affiliate/4335', 'title': 'Affiliate: CrossFit Forney', 'description': 'CrossFit Forney is first and original CrossFit in Kaufman county. We are dedicated to helping the community get FIT. Our strength and conditioning programs\xa0...'}, {'humanised_url': 'https://www.zoominfo.com › crossfit-forney', 'url': 'https://www.zoominfo.com/c/crossfit-forney/358140127', 'title': 'CrossFit Forney - Overview, News & Competitors | ZoomInfo.com', 'description': 'View CrossFit Forney (www.crossfitforney.com) location in Texas, United States , revenue, industry and description. Find related and similar companies as\xa0...'}]"
http://www.crossfitbreakthrough.com,,200,https://www.crossfitbreakthrough.com/,,www.crossfitbreakthrough.com,4339,CrossFit Breakthrough,,,CrossFit+Breakthrough,https://www.google.com/search?q=CrossFit+Breakthrough,"[{'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://www.instagram.com/crossfitbreakthrough/?hl=en', 'title': 'CrossFit Breakthrough (@crossfitbreakthrough) • Instagram ...', 'description': 'Strength & conditioning facility for people of ALL ages & ability levels! Bringing fitness + community to Nashville, TN.⚡️ BOOK YOUR FREE TRIAL NOW↙️.'}, {'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://www.yelp.com/biz/crossfit-breakthrough-nashville', 'title': 'CrossFit Breakthrough - 5402 Charlotte Ave, Nashville, TN', 'description': None}, {'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://www.tripadvisor.in/Attraction_Review-g55229-d17466535-Reviews-CrossFit_Breakthrough-Nashville_Davidson_County_Tennessee.html', 'title': 'CrossFit Breakthrough (Nashville) - 2022 What to Know Before You ...', 'description': 'We are a strength and conditioning facility in Nashville, TN bringing fitness, health, and authentic community to people of abilities!'}, {'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://games.crossfit.com/affiliate/4339', 'title': 'Affiliate: CrossFit Breakthrough', 'description': ""CrossFit Breakthrough · CrossFit Breakthrough's Leaderboard · 1(11958)Vanessa Miller. United States · 2(31992)Abbey Long. United States · 3(39729)Jordyn Strahm.""}, {'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://www.mapquest.com/us/tennessee/crossfit-breakthrough-286225692', 'title': 'CrossFit Breakthrough 5402 Charlotte Ave Nashville, TN ...', 'description': 'Get directions, reviews and information for CrossFit Breakthrough in Nashville, TN.'}, {'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://crossfitbreakthrough.business.site/', 'title': 'CrossFit Breakthrough - A strength & conditioning gym in ...', 'description': 'CrossFit Breakthrough is a strength and conditioning facility in west Nashville, TN bringing fitness, health, and authentic community to people of all ages and\xa0...'}, {'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://rocketreach.co/crossfit-breakthrough-profile_b46cd8c0fc5c796f', 'title': 'CrossFit BreakThrough Information - RocketReach', 'description': ""CrossFit BreakThrough Revenue: $185000 | Industry: Fitness & Dance Facilities, Recreation, Hospitality | View CrossFit BreakThrough's full company profile\xa0...""}, {'humanised_url': 'https://www.wellnessliving.com › crossfit › about', 'url': 'https://www.wellnessliving.com/crossfit/redmond/crossfit_breakthrough/about/?id_mode=12', 'title': 'CrossFit Breakthrough About Us, Redmond, OR', 'description': 'CrossFit Breakthrough in Redmond, OR - CrossFit Box, see class schedules and staff bios. Find CrossFit Box near me in Redmond, OR.'}]"
http://www.urbanboxcrossfit.com,,200,http://urbanboxcrossfit.com/,,www.urbanboxcrossfit.com,4344,Urban Box CrossFit,,,Urban+Box+CrossFit,https://www.google.com/search?q=Urban+Box+CrossFit,"[{'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://translate.google.com/translate?hl=en&sl=es&u=https://urbanboxcrossfit.com/&prev=search&pto=aue', 'title': 'UrbanBox CrossFit - Embajadores', 'description': 'UrbanBox CrossFit. Te esperamos en. C/ de Martín de Vargas, 22. 28005 - Madrid. ver mapa. Si necesitas más info puedes escribirnos un correo o llamarnos por\xa0...'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://translate.google.com/translate?hl=en&sl=es&u=https://www.instagram.com/urbanbox_crossfit/&prev=search&pto=aue', 'title': 'Embajadores (@urbanbox_crossfit) • Instagram photos and ...', 'description': '1941 Followers, 491 Following, 862 Posts - See Instagram photos and videos from UrbanBox CrossFit: Embajadores (@urbanbox_crossfit)'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://translate.google.com/translate?hl=en&sl=es&u=https://www.facebook.com/CrossfitEmbajadores/&prev=search&pto=aue', 'title': 'UrbanBox CrossFit: Embajadores - Home | Facebook', 'description': 'UrbanBox CrossFit: Embajadores · 1,972 people checked in here · http://www.urbanboxcrossfit.com/ · +34 914 74 19 17 · Gym/Physical Fitness Center.'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://translate.google.com/translate?hl=en&sl=es&u=https://urbansportsclub.com/en/venues/urban-box-crossfitr&prev=search&pto=aue', 'title': 'Urban Box CrossFit® Madrid Arganzuela', 'description': 'Urban Box CrossFit® · Horario de apertura: Lunes: 10:00 - 21:30 Martes: 10:00 - 21:30 Miércoles: 10:00 - 21:30 Jueves: 10:00 - 21:30 Viernes: 10:00 - 20:30\xa0...'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://games.crossfit.com/affiliate/4344', 'title': 'Affiliate: Urban Box CrossFit', 'description': 'Urban Box CrossFit ; Location. Martín de Vargas 22 Local Madrid, Madrid, 28005 ; Phone. 67 192-3378 ; Website. www.urbanboxcrossfit.com.'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://foursquare.com/v/urban-box-crossfit/511a958be4b014fb1e4685f2', 'title': 'Urban Box Crossfit - C. Martín de Vargas, 22 - Foursquare', 'description': 'See 4 tips from 31 visitors to Urban Box Crossfit. ""Wonderful coaches!""'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://www.yelp.com/biz/urban-box-crossfit-madrid', 'title': 'Urban Box Crossfit - Calle Martín de Vargas, 22, Madrid, Spain', 'description': '1 review of Urban Box Crossfit ""My husband and I were in Madrid for a few days and dropped in at a few different gyms while in Spain. Urban Box was the\xa0...'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://unboxguide.com/spain/urban-box-crossfit/', 'title': 'Urban Box CrossFit - Unbox Guide - The Box review site', 'description': ""This is my first gym and couldn't be happier! The team of coaches set up a great dynamic workout eve... Read review. CrossFit Club Waalwijk. R.M.3 weeks ago.""}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://www.zoominfo.com/c/urbanbox-crossfit/370574637', 'title': 'UrbanBox Crossfit - Overview, News & Competitors - ZoomInfo', 'description': 'View UrbanBox Crossfit (www.urbanboxcrossfit.com) location in Madrid, Spain , revenue, industry and description. Find related and similar companies as well\xa0...'}, {'humanised_url': 'https://www.youtube.com › watch', 'url': 'https://www.youtube.com/watch?v=5k5dtCne47k', 'title': 'Crossfit urban box gym - YouTube', 'description': ""Crossfit urban box gym. Watch later. Share. Copy link. Info. Shopping. Tap to unmute. If playback doesn't begin shortly, try restarting your device.""}]"
http://www.crossfitsouthforney.com,,200,https://www.crossfitsouthforney.com/,,www.crossfitsouthforney.com,4352,CrossFit South Forney,,,CrossFit+South+Forney,https://www.google.com/search?q=CrossFit+South+Forney,"[{'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://www.crossfitsouthforney.com/', 'title': 'CrossFit South Forney - Home', 'description': '\u200bCrossFit South Forney is for anyone wanting to build muscle, lose weight, feel great, and experience a community unlike any other - We work with your\xa0...'}, {'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://www.facebook.com/crossfitsouthforney/', 'title': 'CrossFit South Forney - Home | Facebook', 'description': 'CrossFit South Forney · 3,562 people checked in here · http://crossfitsouthforney.com/ · (972) 567-2195 · Local Business · Price Range · $$.'}, {'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://games.crossfit.com/affiliate/4352', 'title': 'Affiliate: CrossFit South Forney', 'description': '12019 Lewis Circle Forney, TX, 75126. Phone. 9725672195. Website. www.crossfitsouthforney.com. Bio. Est. 2012. 2022 Season Overview. Follow @CrossFitGames.'}, {'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://www.mapquest.com/us/texas/crossfit-south-forney-422869821', 'title': 'CrossFit South Forney - MapQuest', 'description': 'Get directions, reviews and information for CrossFit South Forney in Forney, TX.'}, {'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://boxjump.com/box/crossfit-south-forney', 'title': 'CrossFit South Forney | BoxJump', 'description': 'CrossFit South Forney. Address 12025 Lewis Cir Forney TX 75126-8338. Web http://www.crossfitsouthforney.com. Email crossfitsouthforney@gmail.com. Phone'}, {'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://foursquare.com/v/crossfit-south-forney/50c912c6e4b066a03dbb9cfc', 'title': 'Crossfit South Forney - Gym - Foursquare', 'description': 'See what your friends are saying about Crossfit South Forney. By creating an account you are able to follow friends and experts you trust and see the places\xa0...'}, {'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://nextdoor.com/pages/crossfit-south-forney/', 'title': 'Crossfit South Forney - 1 Recommendation - Nextdoor', 'description': '1 recommendation for Crossfit South Forney from neighbors. Connect with neighborhood businesses on Nextdoor.'}, {'humanised_url': 'https://www.loc8nearme.com › texas › forney › crossfit', 'url': 'https://www.loc8nearme.com/texas/forney/crossfit/1102954/', 'title': 'Crossfit South Forney - 12019 Lewis Cir, Forney TX 75126', 'description': 'Crossfit South Forney at 12019 Lewis Cir, Forney TX 75126 - ⏰hours, ✓address, map, ➦directions, ☎️phone number, customer ratings and comments.'}]"
