http_request_url,nos_redirects,status_code_tool,final_processed_url,error_message_tool,website,afid,name,status_code_requests,notes,updated_name,google_url,scraped_data
http://www.crossfitboss.com,,200,https://chaalkbox.com.au/,,www.crossfitboss.com,3859,CrossFit Boss,,,CrossFit+Boss,https://www.google.com/search?q=CrossFit+Boss,"[{'url': 'https://chaalkbox.com.au/classes/crossfitboss/', 'humanised_url': 'CROSSFIT BOSS - - Chaalk Box', 'description': 'We emphasize functional movements with correct technique. We utilize bodyweight exercises, weightlifting, gymnastics and a huge variety of drills to provide\xa0...'}, {'url': 'https://morningchalkup.com/2021/08/08/one-year-later-eric-roza-as-crossfit-ceo/', 'humanised_url': 'One Year Later: Eric Roza as CrossFit CEO - Morning Chalk Up', 'description': None}, {'url': 'https://webcache.googleusercontent.com/search?q=cache:iSzO_a3WhsUJ:https://www.menshealth.com/fitness/a35142700/crossfit-ceo-eric-roza-dave-castro-transformation/+&cd=9&hl=en&ct=clnk&gl=in', 'humanised_url': 'These Two Men Are on a Mission to Save CrossFit', 'description': None}, {'url': 'https://www.businessinsider.com/crossfit-incoming-ceo-eric-roza-contract-2020-7', 'humanised_url': 'Incoming CrossFit CEO Eric Roza has signed a contract to buy 100% of ...', 'description': None}, {'url': 'https://games.crossfit.com/affiliate/3859', 'humanised_url': 'Affiliate: CrossFit Boss', 'description': 'CrossFit Boss · Australia · Location. Unit 3, 687 Old Cleveland Road East Brisbane, QLD, 4160 · Phone. 0410731174 · Website. chaalkbox.com.au/classes/crossfitboss.'}, {'url': 'https://www.menshealth.com/fitness/a35142700/crossfit-ceo-eric-roza-dave-castro-transformation/', 'humanised_url': 'These Two Men Are on a Mission to Save CrossFit', 'description': ""01-Feb-2021 — Eric Roza, 53, CrossFit's new CEO, formerly worked at Oracle. Cory Richards. On June 27, 2020, Eric Roza masked up and flew from Boulder,\xa0...""}, {'url': 'https://www.thefitlist.com.au/listing/crossfit-boss-capalaba/', 'humanised_url': 'CrossFit Boss | Capalaba | The Fit List', 'description': 'Details ; Address. Unit 2, 57-59 Steel Street,Capalaba,4157 ; Phone. 0410 731 174 ; Website. http://www.crossfitboss.com.au/ ; Email. info@crossfitboss.com.au\xa0...'}, {'url': 'https://www.theguardian.com/us-news/2020/jun/10/greg-glassman-crossfit-ceo-resigns-george-floyd-protest-coronavirus-tweets-conspiracy-theories', 'humanised_url': 'CrossFit CEO Greg Glassman resigns after offensive George ...', 'description': '09-Jun-2020 — Glassman will be replaced by Dave Castro. CrossFit, which is both an exercise program and a competitive sport, makes money through its licensing\xa0...'}, {'url': 'https://www.instagram.com/bossmentalitycrossfit/?hl=en', 'humanised_url': 'BOSS Mentality CrossFit (@bossmentalitycrossfit) • Instagram ...', 'description': '223 Followers, 12 Following, 156 Posts - See Instagram photos and videos from BOSS Mentality CrossFit (@bossmentalitycrossfit)'}]"
http://www.sheepdogcrossfit.com,,200,https://www.sheepdogcrossfit.com/,,www.sheepdogcrossfit.com,3869,Sheepdog CrossFit,,,Sheepdog+CrossFit,https://www.google.com/search?q=Sheepdog+CrossFit,"[{'url': 'https://www.sheepdogcrossfit.com/', 'humanised_url': 'Sheepdog Crossfit Port Coquitlam', 'description': 'Time to work on your GOALS. Schedule your free intro session today with Sheepdog CrossFit Coquitlam. We have the culture, coaching, and community to help\xa0...'}, {'url': 'https://www.instagram.com/sheepdogcrossfit/?hl=en', 'humanised_url': 'SHEEPDOG CROSSFIT (@sheepdogcrossfit) • Instagram ...', 'description': 'SHEEPDOG CROSSFIT. Gym/Physical Fitness Center. Located in PoCo, B.C . We offer Functional Training for Adults, Kids & Teens. Schedule your first FREE\xa0...'}, {'url': 'https://games.crossfit.com/affiliate/3869', 'humanised_url': 'Affiliate: Sheepdog CrossFit', 'description': 'Sheepdog CrossFit. Canada. Location. 110-1320 Kingsway Ave. Port Coquitlam, BC, V3C 6P4. Phone. 6043061309. Website. sheepdogcrossfit.com.'}, {'url': 'https://vymaps.com/CA/Sheepdog-Crossfit-488323/', 'humanised_url': 'Sheepdog Crossfit, British Columbia (+1 778-400-3647)', 'description': 'Sheepdog Crossfit ; Address, : 1320 Kingsway Ave #110, Port Coquitlam, BC V3C 6P4, Canada ; Coordinate, : 49.2468366, -122.7504065 ; Phone, : +1 778-400-3647.'}, {'url': 'https://www.zoominfo.com/c/sheepdog-crossfit/401903075', 'humanised_url': 'Sheepdog Crossfit - Overview, News & Competitors - ZoomInfo', 'description': 'View Sheepdog Crossfit (www.sheepdogcrossfit.com) location in British Columbia, Canada , revenue, industry and description. Find related and similar\xa0...'}]"
http://www.crossfitwashpark.com,,200,https://www.crossfitwashpark.com/,,www.crossfitwashpark.com,3870,CrossFit Wash Park,,,CrossFit+Wash+Park,https://www.google.com/search?q=CrossFit+Wash+Park,"[{'url': 'https://www.crossfitwashpark.com/', 'humanised_url': 'CrossFit Wash Park', 'description': 'CROSSFIT WASH PARK. Elite Fitness for Everyday People ... Sun: email ethan@crossfitwashpark.com to see open gym hours. Kristina high five.jpg\xa0...'}, {'url': 'https://www.facebook.com/pages/category/Gym-Physical-Fitness-Center/CrossFit-Wash-Park-286860448059052/', 'humanised_url': 'CrossFit Wash Park - Home | Facebook', 'description': 'CrossFit Wash Park · 700 W. Mississippi Ave Unit C1, Denver, CO 80223. Get Directions · Rating · 4.9. (75 reviews) · 1,852 people checked in here · (505) 980-6198.'}, {'url': 'https://www.instagram.com/crossfitwashpark/?hl=en', 'humanised_url': 'CrossFit Wash Park (@crossfitwashpark) • Instagram photos ...', 'description': 'CrossFit Wash Park. Elite Fitness for Everyday People! Helping people in Denver get happier, healthier and more confident through the power of community.'}, {'url': 'https://games.crossfit.com/affiliate/3870', 'humanised_url': 'Affiliate: CrossFit Wash Park', 'description': 'CrossFit Wash Park ; Location. 700 W Mississippi Ave, Unit C1 Denver, CO, 80223 ; Phone. 5059806198 ; Website. www.crossfitwashpark.com.'}, {'url': 'https://www.yelp.com/biz/crossfit-wash-park-denver', 'humanised_url': 'CROSSFIT WASH PARK - 700 W Mississippi Ave, Denver, CO', 'description': 'CrossFit Wash Park · 700 W Mississippi Ave. Unit C1 Denver, CO 80223. Baker, Southwest · (505) 980-6198. Call Now · More Info. Hours, Bike Parking, Good for Kids.'}, {'url': 'https://www.wellnessliving.com/crossfit/denver/crossfit_wash_park1/review/?id_mode=12', 'humanised_url': 'CrossFit Wash Park Reviews, Denver, CO - WellnessLiving', 'description': 'CrossFit Wash Park in Denver, CO - CrossFit Box, see class schedules and staff bios. Find CrossFit Box near me in Denver, CO.'}, {'url': 'https://www.zoominfo.com/c/crossfit-wash-park/411194470', 'humanised_url': 'CrossFit Wash Park - Overview, News & Competitors - ZoomInfo', 'description': 'View CrossFit Wash Park (www.crossfitwashpark.com) location in Colorado, United States , revenue, industry and description. Find related and similar\xa0...'}, {'url': 'https://crossfitwashpark.sites.zenplanner.com/', 'humanised_url': 'CrossFit Wash Park', 'description': 'Home · Log In · Calendar · Sign Up · Workouts · Try a Free Class · Request Info. CrossFit Wash Park. Log In. Calendar. Workouts. Sign Up. Free Class\xa0...'}]"
http://www.overlandparkcrossfit.com,,200,https://overlandparkcrossfit.com/,,www.overlandparkcrossfit.com,3886,Overland Park CrossFit,,,Overland+Park+CrossFit,https://www.google.com/search?q=Overland+Park+CrossFit,"[{'url': 'https://overlandparkcrossfit.com/', 'humanised_url': 'Overland Park CrossFit: Gym/Physical Fitness Center in ...', 'description': ""Overland Park CrossFit's purpose is to provide unique, functional fitness in a fun atmosphere with like-minded people to help you achieve your fitness goals\xa0...""}, {'url': 'https://www.facebook.com/CrossFitOverlandPark/', 'humanised_url': 'Overland Park CrossFit - Home | Facebook', 'description': 'A fitness community of strong, healthy individuals who work hard, play hard, and have fun. Come... 8303 W 126th St, Overland Park, KS 66213.'}, {'url': 'https://www.ksathleticclub.com/', 'humanised_url': 'KS Athletic Club | Gym In Overland Park, KS', 'description': 'We are consistently rated a top CrossFit Gym in the Overland Park, Kansas area. Our 1 hour CrossFit group fitness classes are big on fitness results found.'}, {'url': 'https://www.instagram.com/opcrossfit/?hl=en', 'humanised_url': 'Overland Park CrossFit (@opcrossfit) • Instagram photos and ...', 'description': 'Overland Park CrossFit. Gym/Physical Fitness Center. A fitness community of strong, healthy individuals who work hard, play hard, and have fun.'}, {'url': 'https://goathousecrossfit.com/', 'humanised_url': 'Goat House CrossFit - Overland Park, KS, Overland Park ...', 'description': 'We are family owned, and offer personal training in small group classes for adults. Our goat logo represents our constant attention to developing skills and\xa0...'}, {'url': 'https://www.yelp.com/search?find_desc=Crossfit+Gyms&find_loc=Overland+Park%2C+KS', 'humanised_url': 'Top 10 Best Crossfit Gyms in Overland Park, KS - Yelp', 'description': 'KS Athletic Club. KS Athletic Club. 4.3 mi · Overland Park CrossFit. Overland Park CrossFit · Blue Valley CrossFit. Blue Valley CrossFit · KC Weightlifting. KC\xa0...'}, {'url': 'https://games.crossfit.com/affiliate/3886', 'humanised_url': 'Affiliate: Overland Park CrossFit', 'description': 'United States · Location. 8303 West 126th St. Suite B Overland Park, KS, 66213 · Phone. 8165077735 · Website. overlandparkcrossfit.com.'}, {'url': 'https://www.linkedin.com/company/overland-park-crossfit', 'humanised_url': 'Overland Park CrossFit | LinkedIn', 'description': 'Overland Park CrossFit | 4 followers on LinkedIn. Real People! UnReal Results! | At Overland Park CrossFit, our goal is to bring to and grow within the\xa0...'}]"
http://www.crossfitjamesisland.com,,200,https://www.crossfitjamesisland.com/,,www.crossfitjamesisland.com,3887,CrossFit James Island,,,CrossFit+James+Island,https://www.google.com/search?q=CrossFit+James+Island,"[{'url': 'https://www.crossfitjamesisland.com/', 'humanised_url': 'CrossFit James Island | Charleston, SC', 'description': ""We're not just a gym. We're a lifestyle. Come try your first CrossFit class for free and meet our Charleston and Folly Beach community of athletes.""}, {'url': 'https://www.facebook.com/CrossFitJamesIsland/', 'humanised_url': 'CrossFit James Island - Home | Facebook', 'description': 'CrossFit James Island · 1750 Signal Point Rd, # 6A, Charleston, SC 29412. Get Directions · Rating · 5. (92 reviews) · 2,657 people checked in here · (434) 941-6193.'}, {'url': 'https://www.instagram.com/crossfitjamesisland/?hl=en', 'humanised_url': 'CrossFit James Island (@crossfitjamesisland) • Instagram ...', 'description': '1261 Followers, 386 Following, 977 Posts - See Instagram photos and videos from CrossFit James Island (@crossfitjamesisland)'}, {'url': 'https://angeloakcrossfit.com/', 'humanised_url': 'Angel Oak Crossfit - Crossfit Gym on Johns Island - Crossfit for ...', 'description': ""Be a part of a happer, healthier community at Angel Oak! We've got something for everyone: Personal Training, Group Classes, and Nutrition.""}, {'url': 'https://www.yelp.com/search?find_desc=crossfit+gyms&find_loc=Folly+Beach%2C+SC', 'humanised_url': 'Top 10 Best Crossfit Gyms near Folly Beach, SC - April 2022', 'description': 'Top 10 Best crossfit gyms near Folly Beach, SC · Back Bay Boxing · CrossFit James Island · Pale Horse CrossFit · Angel Oak Crossfit · Iron Bridge CrossFit · Holy City\xa0...'}, {'url': 'https://www.linkedin.com/in/kyle-frazier-b6081536', 'humanised_url': 'Kyle Frazier - Co-Owner / CEO - CrossFit James Island', 'description': 'Kyle Frazier. Co-Owner / CEO at CrossFit James Island. CrossFit James IslandHampden-Sydney College. Charleston, South Carolina, United States240 connections.'}, {'url': 'https://games.crossfit.com/affiliate/3887', 'humanised_url': 'Affiliate: CrossFit James Island', 'description': ""CrossFit James Island · CrossFit James Island's Leaderboard · 1(20095)Casey Leeper. United States · 2(59380)Amy Fnine. United States · 3(132875)Kayella Youngblood.""}]"
http://www.crossfitmodena.com,,200,https://crossfitmodena.it/,,www.crossfitmodena.com,3890,CrossFit Modena,,,CrossFit+Modena,https://www.google.com/search?q=CrossFit+Modena,"[{'url': 'https://translate.google.com/translate?hl=en&sl=it&u=https://crossfitmodena.it/&prev=search&pto=aue', 'humanised_url': 'CrossFit Modena | Box CrossFit a Modena', 'description': ""CrossFit Modena. IL PRIMO BOX IN CITTA'. PRENOTA LA TUA PROVA GRATUITA\xa0...""}, {'url': 'https://www.instagram.com/crossfitmodena/?hl=en', 'humanised_url': 'CrossFit Modena (@crossfitmodena) • Instagram photos and ...', 'description': 'CrossFit Modena. Gym/Physical Fitness Center. CrossFit Box since 2012 🏋️\u200d♀️ CrossFit Weightlifting. crossfitmodena.it.'}, {'url': 'https://translate.google.com/translate?hl=en&sl=it&u=https://www.crossfit-41100.it/&prev=search&pto=aue', 'humanised_url': 'CrossFit 41100 – Il CrossFit a Modena', 'description': 'Via Tarquinia, 55, 41125 Modena (MO). Per qualsiasi informazione su orari, classi, allenamento o abbonamenti invia un whatsapp ad uno dei seguenti numeri.'}, {'url': 'https://translate.google.com/translate?hl=en&sl=it&u=https://mutinacrossfit.com/&prev=search&pto=aue', 'humanised_url': 'Mutina CrossFit - Il Big Box CrossFit a Modena ti aspetta!', 'description': 'IL BIG BOX CROSSFIT A MODENA Seguici sui social! Porta il fitness sempre con te con la nostra nuova app. Rimani sempre aggiornato sulle ultime novità di'}, {'url': 'https://translate.google.com/translate?hl=en&sl=it&u=https://www.crossfitteam059.com/&prev=search&pto=aue', 'humanised_url': 'HOME - CrossFit Team 059: sito ufficiale', 'description': 'Scopri il programma di allenamento funzionale e ad alta intensità più richiesto del momento a Modena. Verrai seguito dai nostri coach certificati in ogni\xa0...'}, {'url': 'https://play.google.com/store/apps/details?id=com.shaggyowl.cfmodena&hl=en_GB&gl=US', 'humanised_url': 'Crossfit Modena – Apps on Google Play', 'description': ""L'App ufficiale di Crossfit Modena. The official App of Crossfit Modena. Read more. Collapse. Additional information. Updated. 18 November 2021. Size. 146M.""}, {'url': 'https://games.crossfit.com/team/5983', 'humanised_url': 'Team: CrossFit Modena', 'description': 'Get CrossFit Games news sent to your inbox. Subscribe!'}]"
http://www.andersonrivercrossfit.com,,200,https://andersonrivercrossfit.com/,,www.andersonrivercrossfit.com,3894,Anderson River CrossFit,,,Anderson+River+CrossFit,https://www.google.com/search?q=Anderson+River+CrossFit,"[{'url': 'https://andersonrivercrossfit.com/', 'humanised_url': 'Anderson River Crossfit | Go Pro at Life', 'description': 'At AndersonRiverCrossFit we will challenge the mind-body connection, movement efficiency, management of emotion and presence of mind under physical stress and\xa0...'}, {'url': 'https://www.instagram.com/andersonrivercrossfit/?hl=en', 'humanised_url': 'AndersonRiverCrossFit - Instagram', 'description': 'Come in for a FREE CLASS Saturday 9AM always FℝEE. Call/Text for info: 530.945.8228. andersonrivercrossfit.com.'}, {'url': 'https://www.yelp.com/biz/anderson-river-crossfit-anderson', 'humanised_url': 'ANDERSON RIVER CROSSFIT - Interval Training Gyms - Yelp', 'description': 'Anderson River CrossFit · 19859 Hirsch Ct. Unit A Anderson, CA 96007. Directions · (530) 945-8228. Call Now · More Info. Hours, Good for Kids · From the Business.'}, {'url': 'https://www.helpmecovid.com/us/4918407_anderson-river-crossfit', 'humanised_url': 'Anderson River CrossFit (Gym) - Shasta County, California', 'description': 'Address of Anderson River CrossFit is 19859 Hirsch Ct, Anderson, CA 96007, USA. Anderson River CrossFit has quite many listed places around it and we are\xa0...'}, {'url': 'https://games.crossfit.com/affiliate/3894', 'humanised_url': 'Affiliate: Anderson River CrossFit', 'description': ""We here at AndersonRiverCrossFit compete against disease and gravity. ... Anderson River CrossFit's Leaderboard. 2022 Open. Division.""}, {'url': 'https://unboxguide.com/united-states/anderson-river-crossfit/', 'humanised_url': 'Anderson River CrossFit - Unbox Guide - The Box review site', 'description': '19859 Hirsch Ct., Suite C 96007 Anderson United States Full map. Hi Box owner! Are you the owner of this awesome box? Then we need your help to complete\xa0...'}]"
http://www.frontlinecrossfit.com,0,200,http://www.frontlinecrossfit.com,,www.frontlinecrossfit.com,3907,Frontline CrossFit,,Domain Expired,Frontline+CrossFit,https://www.google.com/search?q=Frontline+CrossFit,"[{'url': 'https://www.facebook.com/FrontlineCrossFit/', 'humanised_url': 'Frontline CrossFit - Home | Facebook', 'description': 'Frontline CrossFit · 4723 Concord Pike, Wilmington, DE 19803. Get Directions · Rating · 5. (62 reviews) · (302) 740-2012 · http://frontlinecf.com/.'}, {'url': 'https://www.thefrontlinebox.de/', 'humanised_url': 'Frontline Box', 'description': 'Why Frontline. Professional CrossFit Coaches. CrossFit Classes for all Levels. 450sqm Box for doing CrossFit. Special Beginners Program.'}, {'url': 'https://games.crossfit.com/affiliate/3907', 'humanised_url': 'Affiliate: Frontline CrossFit', 'description': 'FRONTLINE CROSSFIT is a unique facility that focuses on empowering members to push beyond physical limits. We are not your ordinary fitness facility.'}, {'url': 'https://www.frontlinecf.com/', 'humanised_url': 'THRIVE ATHLETICS: HOME', 'description': 'HOME OF FRONTLINE CROSSFIT. image2 (1).jpeg. SCHEDULE. MONDAY. 5:00AM CROSSFIT/THRIVE. \u200b. 6:00AM CROSSFIT/THRIVE. \u200b. 7:00AM EXPRESS. \u200b. 7:30-8:30AM OPEN GYM.'}, {'url': 'https://www.instagram.com/thefrontlineberlin/?hl=en', 'humanised_url': 'THE FRONTLINE BERLIN (@thefrontlineberlin) • Instagram ...', 'description': 'CrossFit & Active Lifestyle Hub in Kreuzberg, Berlin. For people that want to workout, have fun & make their life easy!! www.thefrontlinebox.com.'}, {'url': 'https://www.dnb.com/business-directory/company-profiles.frontline_crossfit.0b9f280d5e2de63a01d24f733d91ffd6.html', 'humanised_url': 'Frontline Crossfit Company Profile | New Castle, DE - Dun ...', 'description': 'Find company research, competitor information, contact details & financial data for Frontline Crossfit of New Castle, DE. Get the latest business insights\xa0...'}, {'url': 'https://www.linkedin.com/in/chris-mcginley-95747056', 'humanised_url': 'Chris McGinley - CrossFit Coach/Gym Owner - LinkedIn', 'description': 'Chris McGinley. CrossFit Coach/Gym Owner at Frontline CrossFit. Frontline CrossFitWilmington College. Marcus Hook, Pennsylvania, United States18 connections.'}, {'url': 'https://www.behance.net/search/projects/?search=Frontline+Crossfit', 'humanised_url': 'Frontline Crossfit Projects - Behance', 'description': 'Frontline Crossfit - Brand Identity. Save. Frontline Crossfit - Brand Identity · Ian MacGregor. 5 77. Crossfit. Save. Crossfit · Stanislav Vedmid.'}, {'url': 'https://www.zoominfo.com/c/frontline-crossfit/368946007', 'humanised_url': 'Frontline CrossFit - Overview, News & Competitors - ZoomInfo', 'description': 'View Frontline CrossFit (www.frontlinecf.com) location in Delaware, United States , revenue, industry and description. Find related and similar companies as\xa0...'}]"
http://www.crossfitliger.com,,200,https://crossfitliger.com/,,www.crossfitliger.com,3915,CrossFit Liger,,,CrossFit+Liger,https://www.google.com/search?q=CrossFit+Liger,"[{'url': 'https://crossfitliger.com/', 'humanised_url': 'CrossFit Liger - The Best Gym Near Me in Royal Palm and ...', 'description': 'CrossFit Liger is a unique, active community. The best gym in Royal Palm Beach, serving Wellington, with Crossfit and group exercise classes.'}, {'url': 'https://www.instagram.com/crossfitliger/?hl=en', 'humanised_url': 'CrossFit Liger (@crossfitliger) • Instagram photos and videos', 'description': 'CrossFit Liger. Gym/Physical Fitness Center. We encourage you to try everyone else... Then come to us and see what makes us different.'}, {'url': 'https://www.tripadvisor.in/Attraction_Review-g34596-d10500256-Reviews-CrossFit_Liger-Royal_Palm_Beach_Florida.html', 'humanised_url': 'CrossFit Liger (Royal Palm Beach) - TripAdvisor', 'description': ""Liger is a 4,500 sq/ft. fitness coaching facility equipped with multiple restrooms with showers and a designated kid's area, located in Royal Palm Beach,\xa0...""}, {'url': 'https://games.crossfit.com/affiliate/3915', 'humanised_url': 'Affiliate: CrossFit Liger', 'description': 'CrossFit Liger. United States. Location. 583 105th Ave North, Unit 7. Royal Palm Beach, FL, 33411. Phone. 5617980800. Website. crossfitliger.com.'}, {'url': 'https://www.tripadvisor.com/ShowUserReviews-g34596-d10500256-r416238791-CrossFit_Liger-Royal_Palm_Beach_Florida.html', 'humanised_url': 'Crossfit Liger is the BEST! - Royal Palm Beach - TripAdvisor', 'description': 'CrossFit Liger: Crossfit Liger is the BEST! - See 8 traveler reviews, 4 candid photos, and great deals for Royal Palm Beach, FL, at Tripadvisor.'}]"
http://www.crossfitferrum.com,,200,https://ferrumathleticco.com/,,www.crossfitferrum.com,3916,CrossFit Ferrum,,,CrossFit+Ferrum,https://www.google.com/search?q=CrossFit+Ferrum,"[{'url': 'https://ferrumathleticco.com/', 'humanised_url': 'FeRRUM Athletic Company- Functional Fitness Saint Johns FL', 'description': 'Our mission is to build better humans through functional fitness, education and movement. Crossfit, personal training, Olympic weightlifting and group\xa0...'}, {'url': 'https://www.facebook.com/FerrumAthleticCo/', 'humanised_url': 'Ferrum Athletic Co - Home | Facebook', 'description': 'Founded in 2012, we are the preeminent CrossFit gym in St. Johns. Voted 2019 Best of St. Johns... 618 County Road 13, Suite 3, St. Johns, FL 32259.'}, {'url': 'https://www.instagram.com/ferrumathleticco/?hl=en', 'humanised_url': 'Ferrum Athletic Company (@ferrumathleticco) • Instagram ...', 'description': '1399 Followers, 973 Following, 2576 Posts - See Instagram photos and videos from Ferrum Athletic Company (@ferrumathleticco)'}, {'url': 'https://m.yelp.com/biz/crossfit-ferrum-saint-johns', 'humanised_url': 'CROSSFIT FERRUM - 618 State Rd 13, Saint Johns, FL - Yelp', 'description': 'CrossFit Ferrum · 618 State Rd 13. Ste 3 Saint Johns, FL 32259. Directions · (904) 654-4612. Call Now · More Info. Accepts Credit Cards, Bike Parking, Good for\xa0...'}, {'url': 'https://games.crossfit.com/team/3186', 'humanised_url': 'Team: CrossFit FeRRUM', 'description': 'CrossFit Ferrum. Bio. #FeRRUMstrong. 2022 Season Overview. Follow @CrossFitGames ... 1501(9103)CrossFit FeRRUM. 18.1:1615th (1339 reps); 18.2:2038th (26:30)\xa0...'}, {'url': 'https://www.zoominfo.com/c/crossfit-ferrum/411898356', 'humanised_url': 'CrossFit FeRRUM - Overview, News & Competitors - ZoomInfo', 'description': 'View CrossFit FeRRUM (www.crossfitferrum.com) location in Florida, United States , revenue, industry and description. Find related and similar companies as\xa0...'}, {'url': 'https://www.groupon.com/biz/fruit-cove-fl/crossfit-ferrum', 'humanised_url': 'CrossFit Ferrum - Jacksonville, FL | Groupon', 'description': 'Get your fitness on at CrossFit FeRRUM in Saint Johns, and get the most out of your workout. A personal trainer is essential for helping you maximize your\xa0...'}, {'url': 'https://www.linkedin.com/in/andrea-werner-8267607', 'humanised_url': 'Andrea Werner - Co-Owner - CrossFit Ferrum | LinkedIn', 'description': 'I am the co-owner of Element 26 Fitness, DBA CrossFit Ferrum in Jacksonville, FL. Our goal is to be the healthcare clinic of the future and show coaches\xa0...'}, {'url': 'https://unboxguide.com/united-states/crossfit-ferrum/', 'humanised_url': 'CrossFit Ferrum - Unbox Guide - The Box review site', 'description': ""CrossFit Bohica. Kevin4 days ago. This is my first gym and couldn't be happier! The team of coaches set up a great dynamic workout eve.""}]"
